"","f0101","f0102","f04","f05","f06","f07","f0801","f0802","f0803","f0804","f0805","f0806","f0807","f0808","f0809","f0810","f0811","f0812","f0813","f0814","f0815","f0816","f0817","f0818","f0819","f0820","f0821","f0822","f0823","f0824","f0825","f0826","f0827","f0828","f0901","f0902","f0903","f1001","f1002","f1003","f1004","f11","f12","f14","f15","f1603","f1801","f180201","f180202","Mig","f22","f0201new","f0202new","f0203new","f03new","f1601","f1602","f20"
"2533",NA,NA,"6","6","1","3","1","3","2","2","2","1","2","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","1","0","0","1","1","2","6",NA,"1","1","1","2","3","0","5","3","0",1,NA,54
"2534","1","1","7","4","8","5","4","3","3","4","2","2","4","4","2","4","2","2","2","3","2","4","4","4","4","2","2","4","3","3","4","2",NA,"2","1","1","1","0","0","1","0","1","2","2","3",NA,"1","1","1","2","1","0","5","1","0",1,NA,52
"2535",NA,NA,"12","1","5","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","0","1","1","0","0","2","2","2","1",NA,"1","1","1","2","1","0","1","2","0",1,NA,54
"2536","2","1",NA,"5",NA,"6","4","4","4","1","1","1","1","1","1","4","1","4","4","4","1","3","4","4","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","2","2","2","2",NA,"1","1","1","2","2","0","5","1","0",1,NA,53
"2537","2","1","1","4","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","0","0","1","0","0","0","2","1","2","2",NA,"1","1","1","2","2","0","1","5","1",1,NA,51
"2538",NA,NA,"6","6","1","4","3","1","2","3","2","2","3","3","3","1","3","2","2","4","1",NA,"1",NA,"3","2","2","1","2","2","3","1","2","3","1","1","1","0","0","0","1","1","1","2","2",NA,"1","1","1","2","1","0","5","2","0",1,NA,52
"2539",NA,NA,"11","1","9","1","2","4","2","3","3","2","4","1","1","4","1","4","2","4","2","4","2","4","3","1","3","2","1","3","1","2",NA,"1","1","1","0","1","1","0","0","2","2","2","4",NA,"1","1","1","2","1","0","4","1","0",1,NA,51
"2540",NA,NA,NA,"6","1","6","2","3","1","1","1","1","4","1","4","4","1","4","1","4","4","1","4","4","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","2","1","2","2",NA,"1","1","1","2","1","0","5","3","0",1,NA,54
"2541","2","3","6","6",NA,"4","2","3","3","3","3","1","4","2","2","3","3","2","2","3","3","4","4","4","4","2","3","3","2","3","2","2","3","3","1","1","1","1","1","1","0","2","1","2","2",NA,"1","1","1","2","1","0","2","4","0",1,NA,52
"2542","2","1","9","5","10","6","1","3","1","3","1","1","1","4","1","3","1","3","2","4","1","4","1","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","2","2","2","2",NA,"1","1","1","2","1","0","4","5","1",1,NA,54
"2543","2","1","11","6","5","5","2","3","2","3","2","1","3","2","3","3","2","4","2","4","1","3","4","4","4","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","0","2","1","2","2",NA,"1","1","1","2","1","0","5","3","0",1,NA,52
"2544",NA,NA,"9","6","3","1","2","3","2","3","2","1","2","1","1","2","1","3","1","4","1","2","4","4","4","3","2","2","1","2","1","1","1","2","1","1","1","0","0","0","1","1","1","2","3",NA,"1","1","1","2","2","0","4","5","1",1,NA,52
"2545",NA,NA,"11","1","11","1","2","2","2","3","1","1","3","1","3","3","1",NA,"1","4","1","2","4","4","4","2","1","1","1","1","1","1","1","2","1","0","0","1","1","1","0","2","2","2","2",NA,"1","2","1","1","2","0","5","3","0",1,NA,52
"2546",NA,NA,"6","6","1","6","4","2","3","3","3","2",NA,"4","2","3","2","2","2","4","2","2","4","3","3","2","3","2","2","3","3","4","2","2","1","1","1","0","0","0","1","2","1","2","2",NA,"1","1","1","2","3","0","5","1","0",1,NA,50
"2547","2","1",NA,"6","1","6","3","2","2","2","1","1","2","2","3","3","1","2","2","4","2","3","4","4","4","1","1","1","1","3","3","1","3","3","1","0","0","1","1","0","0","2","2","2","2",NA,"1","1","1","2","1","0","4","1","0",1,NA,52
"2548","2","1","11","5","9","5","2","4","1","2","1","1","3","2","2","1","1","4","1","3","4","1","1","4","1","1","1","1","1","4","1","2","2","2","1","1","1","1","1","0","0","1","2","2","2",NA,"1","1","1","2","2","0","5","2","0",1,NA,50
"2549","2","1","1","4","1","5","3","4",NA,"4","4","1","4",NA,"2","4","2","2","1","2","4",NA,"4","4","4","2",NA,"4","2","3","2","2",NA,NA,"1","1","1","1","1","1","0","2","1","2","4",NA,"1","1","1","2","3","0","5","2","0",1,NA,51
"2550",NA,NA,"6","6","10","5","2","3","2","3","2","1","4","4","2","2","2","4","2","4","4","4","4","4","4","2","4","1","2","1","1","1","1",NA,"1","1","0","1","1","0","0","2","2","2","3",NA,"1","1","1","2","2","0","5","1","0",1,NA,52
"2551","2","1","12","4","1","5","3","2","2","2","2","1","1","1","2","4","1","3","1","4","3","3","4","4","4","1","1","1","1",NA,"2","2",NA,"3","1","1","1","1","1","0","0","2","2","2","4",NA,"1","1","1","2","1","0","4","3","0",1,NA,51
"2552","2","1","1","4","3","4","3","3","4","4","3","1","4","3","3","3","1","4","2","4","1","4","4","4","4","3","3","3","2","3","2","2","2","2","1","1","1","1","1","1","0","1","1","2","3",NA,"1","1","2","1","1","0","5","3","0",1,NA,50
"2553",NA,NA,"11","1","3","1","2","2","3","3","3","3",NA,NA,NA,"2","1",NA,NA,"4","1",NA,"4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","1","0","0","2","1","2","4",NA,"1","1","1","2","4","0","5","1","0",1,NA,51
"2554","2","3",NA,"1",NA,"6","4","3","2","3","1","2","3","2","3","2","2","4","4","4","1","2","4","3","3","3","1","3","2",NA,"1","1",NA,NA,"1","1","1","1","1","1","0","2","1","2","3",NA,"1","1","1","2","1","0","5","1","0",1,NA,54
"2555","2","3","1","4","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","1","0","2","2","2","3",NA,"1","1","1","2","3","0","3","3","0",1,NA,52
"2556",NA,NA,"6","6","5","1","2","3","3","4","4","2","4","1",NA,"2","1","3","1","4","1","3","4","4","4","2","2","3","2",NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","2","1","2","5",NA,"1","2","1","1","4","0","4","1","0",1,NA,54
"2557","2","1","11","6","1","6","2","3","2",NA,NA,"2",NA,"2","4","2","2",NA,NA,"3","2","4","4","4",NA,"2","2","2","2","3","2","1","1","2","1","1","1","1","1","0","0","2","1","2","3",NA,"1","1","1","2","2","0","4","1","0",1,NA,51
"2558",NA,NA,"9","6","3","6",NA,NA,"4","1","3","2","3","1",NA,"3","1",NA,NA,"4","2",NA,"4","4",NA,"3","3","3","2","3","3",NA,"2","3","1","0","0","1","0","0","0","2","1","2","5",NA,"1","1","1","2","4","0","4","5","1",1,NA,54
"2559","2","1","1","5","5","4","3","4","4","2","3","1","4","3","1","3","4","3","1","4","1","4","4","4","3","2","2","4","1","4","3","1","4","1","1","1","1","1","1","1","0","2","2","2","2","1","1","1","1","2","1","1","5","1","0",2,0,53
"2560",NA,NA,"6","6","10","5","2","4","4","3","2","2","3","2","3","4","2","3","3",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1","0","0","0","1","2","1","2","2","1","1","1","1","2","3","0","4","3","0",3,0,50
"2561",NA,NA,"8","5","1","6","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","0","1","1","0","0","2","2","2","2","1","1","1","1","2","1","0","5","1","0",3,0,53
"2562",NA,NA,"12","1","11","6","1","3","3","1","1","1","2","4","4","3","1","2","1","3","3","4","4","4","1","1","1","1","1","2","1","1","1","1","0","1","0","0","0","0","1","1","2","2","2","1","1","1","1","2","3","0","5","1","0",3,0,51
"2563",NA,NA,"11","4","1","6","3","3","2","2","4","1",NA,"1","1","1","2","4","2","4","4","4","4","4","4","4","4","2","2","2","1","1","1","1","1","0","0","0","0","0","1","1","2","2","2","1","1","1","1","2","4","0","4","5","0",2,0,54
"2564",NA,NA,NA,"1","8","1","3","3","2",NA,NA,NA,NA,"1",NA,"4","2",NA,NA,"4","1","3","4","4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1","1","1","1","1","1","0","2","2","2","3","1","1","1","1","2","4","0","4","4","1",3,0,53
"2565","2","3","12","2","9","4","3","1","1","2","3","1","3","4","4","2","2","2","1","2","3","4","4","4","4","4","4","1","2","1","4","2","2","1","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","2","1","4","3","1",2,0,52
"2566","2","1","1","3","10","4","3","4","2","3","2","1","4","4","4","2","3","1","1","4","4","4","4","4","4","4","3","1","4","4","3","1","2","3","1","1","0","0","0","1","0","1","2","2","3","2","1","1","1","2","1","1","4","3","0",5,1,51
"2567","2","3","11","4","1","5","2","3","3","3","3","2","3","2","2","2","2","3","2","4","1","3","4","4","4","1","3","2","3","3","3","2","2","2","1","1","0","1","1","0","0","1","1","2","2","2","1","1","1","2","3","1","5","3","0",2,0,51
"2568","2","1","1","4","1","5","4","4","2","4","3","1","4","1","4","1","4","1","1","3","4","4","1","4","4","4","4","2","4","4","4","2","1","3","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","1","1","4","1","0",4,2,52
"2569","2","1","11","4","1","4","2","2","2","3","3","1","3","3","1","1","4","3","1","2","3","4","4","4","3","2","3","3","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","3","1","5","3","0",3,1,50
"2570","2","1","1","2","3","2","2","4","2","2","4","1","4","1","1","1","1","4","3","4","2","4","4","4","4","2","2","2","1","3","2","2","4","4","1","0","0","1","0","0","0","2","2","2","2","2","1","1","1","2","1","1","5","4","1",2,0,51
"2571","2","1","5","3","3","3","1","3","1","1","3","2","1","1","3","1","4","1","1","1","1","4","4","4","2","2","4","1","4","1","1","1","1","1","1","1","1","1","1","1","0","1","1","2","2","2","1","2","2","1","2","1","5","3","0",2,0,50
"2572","2","1","1","5","5","5","2","3","3","3","2","1","2","1","3","3","2","1","1","3","3","4","4","4","2","2","2","2","1","3","2","2","2","2","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","2","1","4","1","1",4,0,54
"2573","2","1","1","3","3","4","4","4","4","4","3","1","4","3","2","1","1","1","1","4","2","4","4","4","4","1","1","2","1","3","2","4","2","1","1","1","1","1","1","1","0","1","2","2","2","2","1","1","1","2","3","1","5","1","0",2,0,51
"2574","2","2",NA,"5","3","4","2","3","2","3","2","2","3","3","3","2","2","2","2","3",NA,"3","3","3","3","2","2","2","3","3","2",NA,"2",NA,"1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","3","1","5","1","0",2,0,50
"2575","2","1","1","4","11","4","2","3","2","3","3","1","4","4","3","2","4","3","1","4","3","4","4","4","4","3","3","2","3","3","1","2","4","2","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","2","1","5","2","0",2,0,50
"2576","1","1","7","3",NA,"4","2","3","2","2","3","2","3","3","4","3","4","2","2","3","3","4","4","4","4","3","2","2","2","3","2","2","2","2","1","1","0","1","1","1","0","2","2","2","2","2","1","1","1","2","3","1","4","1","0",2,0,50
"2577","1","1","12","3","1","3","1","3","1","1","1","1","3","1","1","1","1","4","1","1","2","1","2","3","2","1","2","1","2","1","2","1","2","1","1","0","0","0","1","0","0","2","2","2","4","2","1","2","2","1","2","1","1","2","0",2,0,52
"2578","2","1","2","5","10","5","2","4","1","1","4","3","4","3","2","4","2","3","2","4","4","4","1","4","1","2","2","2","1","1","1","1","3","1","1","1","1","0","1","0","0","2","2","2","4","2","1","1","1","2","2","1","1","4","1",2,0,50
"2579","2","3","5","4","5","4","1","4","4","4","1","1","4","3","4","3","3","2","1","4","4","4","4","4","4","3","2","2","1","3","2","1","2","2","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","3","1","4","3","0",2,0,53
"2580","2","1","1","3","8","3","1","4","2","4","3","1","4","1","4","2","1","2","1","4","1","4","4","4","4","2","4","1","3","2","3","1","2","2","0","1","1","1","1","1","0","2","2","2","2","2","2","2","2","1","4","1","4","2","0",2,0,53
"2581","2","1","1","3","1","4","1","4","2","4","3","1","4","1","3","1","3","1","1","1","4","1","4","4","4","4","4","2","2","2","1","1","1","1","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","3","1","5","1","0",2,0,53
"2582","2","1",NA,"3",NA,"4","1","3","3","3","3","1","3","3","3","1","2","1","1",NA,NA,"3","3","3","3","2","3","2","3","3","2",NA,"2",NA,"1","0","0","1","0","0","0","2","2","2","2","2","1","1","2","1","1","1","1","1","0",3,0,54
"2583","2","3","1","3","8","4","3","3","2","4","2","1","4","4","2","3","1","2","1","2","2","4","4","4","3","2","2","2","2","4","2","2","2","3","1","1","1","1","1","1","0","1","1","2","5","2","1","1","1","2","3","1","5","3","0",2,0,53
"2584","2","1","1","3","3","3","3","2","2","4","3","4","4","4","4","3","4","2","1","2","3","4","4","4","4","4","4","4","4","4","2","4","4","2","1","1","1","1","1","1","0","1","2","2","2","2","1","1","1","2","3","1","5","4","0",2,0,53
"2585","2","1","11","5","3","5","3","2","2","4","3","1","3","3","2","3","1","2","1","2","2","3","4","4","3","2","2","2","2","1","3","1","2","1","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","4","1","5","1","0",2,0,54
"2586","2","1","12","4","1","4","1","3","2","2","1","1","1",NA,NA,"2","1","1","1","4","1",NA,"3","3","1","1","1","1","3","1","2","1","1","3","1","1","1","1","1","1","0","1","2","2","2","2","1","1","1","2","2","1","4","1","0",2,0,54
"2587","2","1","1","2","3","2","2","2","3","3","4","2","3","3","4","3","4","1","1","2","3","4","3","4","3","4","4","2","2","3","2","2","2","3","1","1","1","1","1","1","0","2","1","2","3","2","1","1","1","2","3","1","4","2","0",3,0,50
"2588","1","1","7","3","1","5","4","2","2","2","3","1","4","4","4","2","4","2","1","4","1","3","4","4","4","3","3","2","3","2","2","1","4","3","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","3","1","1","4","0",3,0,54
"2589","2","1","1","4","8","3","1","3","3","4","3","1","4","4","3","3","2","3","2","2","4","4","4","4","4","2","3","2","2","2","1","2","2","3","1","1","1","1","1","1","0","2","1","2","6","2","2","2","2","1","4","1","4","3","0",2,0,53
"2590","2","1","9","4","1","4","2","2","2","4","4","1","3","2","4","4","2","2","4","3","3","3","1","4","1","3","2","2","2","2","2","2","2","2","1","1","1","1","1","0","0","2","1","2","2","2","1","1","1","2","3","1","4","5","1",2,0,54
"2591","2","3","5","3","1","3","2","3","3","3","3","1","4","3","4","1","4","3","1","4","2","4","4","4","3","2","2","3","2","3","1","2","2","3","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","4","1","1","1","0",2,0,50
"2592","2","1","2","4","8","3","1","4","1","2","1","1","4","3","4","2","1","1","1","4","4","4","4","4","4","2","3","3","2","1","1","1","1","4","1","1","1","1","1","0","0","1","1","2","6","2","1","1","1","2","3","1","4","1","0",2,0,53
"2593","2","3","4","2",NA,"3","2","3","1","3","2","3","3","3","3","2","3","4","4","3","2","2","1","4","3","3","2","3","4","4","3","3","2","3","1","0","0","1","0","0","0","2","1","2","2","2","1","1","1","2","4","1","4","3","1",2,0,51
"2594","2","1","1","4","9","3","1","2","1","4","3","1","4","4","1","1","1","1","1","3","4","3","1","4","4","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","4","1","5","3","0",3,0,50
"2595","2","1","11","5","1","4","2","1","1","2","2","2","4","2","2","2","1","3","1","3","2","4","4","4","3","2","1","2","1","2","1","3","2","2","0","1","0","1","1","1","0","2","1","2","3","2","1","1","1","2","3","1","5","1","0",3,0,53
"2596","2","1",NA,"3","3","3","3","2","2","4","2","2","4","3","3","3","3","2","3","3","3","3","4","4","3","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","1","1","2","2","2","2","2","2","1","3","1","5","3","0",2,0,53
"2597","2","1","9","4","1","3","2","3","3","3","2","2","3","2","2","3","2","3","2","3","2","3","4","4","3","2","2","2","2","3","3","2","3","2","1","1","1","0","1","1","0","2","1","2","4","2","1","1","1","2","3","1","4","5","1",2,0,52
"2598","2","1","8","4","1","3","1","4","1","4","1","1","4","4","4","4","4","4","4","1","4","4","4","4","4","4","1","1","4","4","4","4","4","4","1","1","1","1","1","1","0","2","2","2","5","2","1","2","1","1","2","1","4","5","1",4,1,53
"2599","2","3","8","4","10","4","1","4","4","4","4","1","4","4","4","1","4","1","1","1","4","1","4","4","4","4","4","4","3","4","1","1","1","4","1","1","1","1","1","1","0","1","2","2","5","2","1","1","1","2","1","1","5","3","1",4,2,51
"2600","2","1",NA,"4",NA,"4","1","3","2","4","4","1","4","1","3","2","1","3","1","2","4","4","4","4","4","1","2","1","1","3","3","2","1","2","1","1","1","1","1","1","0","2","1","2","5","2","1","1","1","2","5","1","5","3","0",3,0,51
"2601","2","3","11","4","10","4","4","2","2","1","1","1","3","1","2","3","1","3","1","4","1","3","4","4","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","0","1","2","2","3","2","1","1","1","2","3","1","3","1","0",2,0,53
"2602","2","1","1","3",NA,"4","2","2","2","2","3","1","3","4","4","2","2","3","2","2","4","4","4","4","4","3","2","1","2","2","2","1","2","2","1","1","1","1","1","0","0","2","1","2","5","2","1","2","1","1","4","1","5","3","0",2,0,54
"2603","2","1","5","3","1","3","2","2","2","3","2","2","4","1","2","3","1","4","2","4","3","4","4","4","3","1","1","2","1","2","2","2",NA,"2","1","1","1","1","1","1","0","2","2","2","3","2","1","1","1","2","3","1","5","3","0",3,0,53
"2604","1","1","2","4","9","4","3","4","3","2","3","2","4","3","3","3","2","2","2","3","2","2","4","2","4","1","2","2","2","4","3","3","2","2","1","0","0","1","0","0","0","2","1","2","3","2","1","1","1","2","4","1","5","1","0",2,0,52
"2605","2","1","11","5",NA,"5","2","2","2","4","2","2","3","3","1","3","4","4","2","4","3","3","4","3","4","1","2","1","1","1","3","2","3","4","1","0","1","0","1","0","0","2","2","2","3","2","1","1","1","2","2","1","5","1","0",2,0,51
"2606","2","1","11","5","1","5","3","3","3","3","3","2","3","3","3","3","3","3","2","2","3","3","3","3","3","2","3","2","2","2","3","2","2","3","1","1","1","1","1","0","0","2","1","2","6","2","2","2","2","1","3","1","5","2","0",4,2,50
"2607","2","3","5","3","1","4","2","3","4","4","4","2","4","4","3","2","4","1","2","2","4","4","4","4","4","4","4","4","4","4","2","4","1","2","1","1","1","1","1","1","0","1","2","2","6","2","1","1","1","2","4","1","4","2","0",3,0,51
"2608","2","1","5","3","6","4","1","4","3","4","4","2","4","4","4","3","4","2","2","4","4","4","4","4","4","3","4","4","4","2","2","2","1","1","1","1","1","1","1","1","0","2","2","2","3","2","1","1","1","2","1","1","4","5","1",2,0,51
"2609","2","3","5","3","10","5","2","3","2","3","2","1","4","2","3","3","3","2","2","2","3","4","4","4","3","3","2","1","2","3","2",NA,"2",NA,"1","1","1","1","1","1","0","2","2","2","4","2","1","1","1","2","3","1","4","1","0",2,0,50
"2610","2","3","1","4","1","4","2","4","2","3","2","2","2","2","2","2","2","3","2","2","4","3","4","4","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","2","5","2","1","1","1","2","3","1","5","5","1",5,3,53
"2611","2","3","11","4","3","3","1","3","2","4","2","1","4","4","4","2","4","2","1","2","4","4","4","4","4","3","4","2","3","3","3","2","2","2","1","1","1","1","1","1","0","2","1","2","3","2","1","2","1","1","1","1","5","4","0",2,0,50
"2612","2","3","1","3","1","4","4","3","3","3","4","2","4","4","4","3","3","3","1","3","4",NA,"3","3","2","2","3","2","2","3","3","1","3","3","1","0","0","1","1","1","0","2","1","2","3","2","2","2","2","1","4","1","5","1","0",4,0,54
"2613","2","1","11","4","8","4","2","3","2","4","2","2","3","3","3","2","1","2","2","2","4","4","4","4","3","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","0","1","2","2","6","2","1","1","2","1","4","1","4","2","0",2,0,52
"2614","2","3","11","5","1","4","4","2","3","4","2","2","2","4","3","3","1","4","2","3","4","4","4","4","4","2","3","2","1","2","1","2","2","2","1","1","1","1","1","1","0","2","2","2","5","2","1","1","1","2","4","1","5","1","0",2,0,54
"2615",NA,NA,"6","6",NA,"5","3","4","2","4","4","1","4","4","4","3","4","1","1","3","1","4","4","4","4","3","4","2","2","4","4","1","2","2","1","1","1","1","1","1","0","1","2","2","2","2","1","2","1","1","3","0","3","2","0",2,0,53
"2616","2","2","1","4","3","4","2","3","2","3","3","1","2","4","3","2","3","4","2","2","1","2","4","4","2","1","2","2","2","3","2","2","2","3","1","1","0","1","1","0","0","2","1","2","4","2","1","1","1","2","3","0","5","2","0",3,0,50
"2617",NA,NA,"11","1","10","1","1","1","1","1","1","1","1","1","1","2","3","3","1","4","1","3","4","4","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","3","0","5","2","0",3,0,51
"2618","2","1","1","5","1","5","1","4","1","4","4","1","4","1","2","1","1","3","1","1","4","4","4","4","4","4","4","1","4","1","1","1","1","1","1","1","1","1","1","1","0","2","2","2","4","2","1","1","1","2","2","0","2","5","0",3,1,51
"2619","2","1","12","3",NA,"3","3","3","2","4","1","1","3","4",NA,"3","4","1","1","2","1","4","4","4","2","4","1","2","2","3","1","1",NA,"1","1","1","1","0","1","0","0","1","2","2","2","2","1","1","1","2","1","0","4","1","0",5,1,50
"2620",NA,NA,"12","6","10","2","1","2","2","3","3","2","2","1","1","2","3","1","2","4","1","4","4","4","4","2","1","1","2","3","2","2",NA,"4","1","1","1","0","0","1","0","2","2","2","2","2","2","2","2","1","1","0","1","3","0",2,0,53
"2621",NA,NA,"6","6","1","6","3","3","2",NA,"2","2","3","2","2","3","2","3","2","3","2","3","4","4","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","2","0","4","1","0",2,0,51
"2622","2","1","12","1","10","1","1","3","1","2","2","2","2","3","2","3","1","4","2","4","1","3","4","4","1","1","3","1","1","2","2",NA,"2","2","1","1","1","1","1","1","0","2","1","2","3","2","1","1","1","2","2","0","5","2","0",3,0,52
"2623","2","1","11","6","1","6",NA,"2","2",NA,NA,"1","1","1",NA,NA,"2","2","2","4","2",NA,"2","4",NA,"1","1","1","1","2","2",NA,"1",NA,"1","1","1","0","1","1","0","2","2","2","4","2","1","1","1","2","3","0","5","2","0",2,0,53
"2624","2","88",NA,"4","9","5","2","3",NA,"2","2","2","2","2","2","3","2","3","2","3","2","4","4","4","2","2","2","1","1","2","2",NA,"2","2","1","1","1","1","1","0","0","2","2","2","2","2","1","1","1","2","1","0","5","1","0",3,0,54
"2625",NA,NA,"6","6","1","1","2","3","2",NA,"3","1","4","4","2","3","1","3","3","4","1","4","1","4",NA,"2","2","2","1","2","1","3","2","1","1","1","1","1","1","1","0","2","1","2","3","2","1","1","1","2","4","0","1","2","0",2,0,53
"2626",NA,NA,"12","6","6","5","2","1","1","1","1","2","3","4","1","4","1","4","3",NA,NA,NA,"1",NA,NA,NA,NA,"2","1",NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","2","1","2","2","2","1","1","1","2","2","0","4","1","0",2,0,52
"2627","2","1","1","6","10","5","4","4","2","4","3","2","2","4","2","2","2",NA,"2","4","2","2","4","2","4","2","2","3","1","2","3","2",NA,"1","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","1","0","2","2","0",2,0,52
"2628",NA,NA,"6","6","10","5","1","1","1","3","1","1","3","3","3","1","3","3","1","4","4","4","4","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","3","0","5","1","0",3,0,50
"2629","2","1","7","2","3","3","4","3","2","3","2","2","2","3","3","2","3","2","3","3","2","3","4","3","2","4","3","4","4","3","2","3","1","3","1","1","1","1","1","1","0","2","2","2","2","2","1","1","1","2","2","0","5","1","0",2,0,51
"2630","2","1",NA,"1","7","1","4","1","1",NA,"2","1","2","2","4","2","1","4","2","4","2",NA,"1",NA,NA,NA,NA,NA,"2",NA,"4","1","2",NA,"1","1","1","0","1","0","0","2","1","2","3","2","1","1","1","2","4","0","5","1","0",4,2,50
"2631","2","1","11","4","1","4","3","1","1","4","1","1","3","1","1","4","2","1","1","3","3","4","4","4","3","1","1","1","1","3","2","1","3","3","1","1","1","1","1","1","0","2","1","2","3","2","1","1","1","2","2","0","5","1","0",2,0,50
"2632","2","1","11","5","1","5","3","2","2","3","1","1","1","1","1","3","2","4","2","4","1","2","4","3","2","1","1","1","1","4","2","1",NA,"2","1","1","1","1","1","0","0","2","2","2","2","2","1","1","1","2","3","0","5","1","0",2,0,53
"2633",NA,NA,"12","6","3","6","2","3","2",NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2","2","2",NA,NA,NA,NA,"0","0","1","0","0","0","1","2","2","2","2","2","1","2","1","1","2","0","2","2","0",3,0,50
"2634","2","3","1","2","5","4","3","3","2","4","1","3","4","4","3","4","3","4","2","2","4","3","4","4","1","2","1","1","1","4","3","3","3","3","1","0","0","1","0","0","0","2","1","2","4","2","1","1","1","2","1","0","4","2","0",3,0,50
"2635","2","1","1","5","6","5","3","1","1","2","2","2","3","2","2","2","2","3","2","3","3","3","4","4","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","1","0","5","1","0",2,0,54
"2636",NA,NA,"11","1","6","1","3","2","2","4","2","2","2","2","3","3","2","3","2","4","1","3","4","3","2","2","2","2","2","2","2","2","2","2","1","1","1","0","0","1","0","2","1","2","2","2","1","1","1","2","4","0","4","2","0",2,0,50
"2637",NA,NA,"11","1","3","1",NA,NA,"4",NA,"2","2","4","1","1","3","1","4","3","4","1","4","4","4","3","2","3","2","2","3","3","2","2","3","1","1","1","0","0","0","1","2","2","2","2","2","1","2","2","1","2","0","5","1","0",3,0,51
"2638",NA,NA,"8","6","9","1","2","3",NA,"3","2","2",NA,"2","2","2","2",NA,NA,NA,NA,NA,"1",NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","2","2","2","4","2","1","1","1","2","1","0","4","2","0",2,0,52
"2639",NA,NA,"11","1",NA,"1","1","2","1",NA,"1","1","1","1","1",NA,"1",NA,NA,"4","1","4","4","4","4","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","2","2","2","2","2","1","1","1","2","2","0","5","2","0",2,0,50
"2640",NA,NA,"6","6","10","5","2","2","3","4","4","1","4","1","4","4","2","2","1","4","2","4","4","4","4","3","2","2","2","2","1","1","2","2","1","1","1","1","1","0","0","2","2","2","2","2","1","1","1","2","3","0","3","3","0",3,0,54
"2641","2","1","5","3","1","3","2","4","3","4","2","1","3","4","3","2","4","3","3","2","2","4","4","4","3","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","3","0","5","2","0",2,0,52
"2642","2","1","12","3","5","6","1","4","2","4","2","1","4","1","4","4","1","4","1","4","1","4","4","4","1","1","1","1","1","3","1","1","4","1","1","1","1","1","1","1","0","2","1","2","2","2","1","1","1","2","2","0","3","1","0",3,1,50
